id_sede,ruc,razon_social,nombre_comercial,direccion,distrito,provincia,departamento,coordenadas_gps,confidence,score,query,formatted_address,location_type,reasons
499,20606899298,VETERINARIA NORTH SAC,VETERINARIA NORTH,AV. GENERAL JUAN ANTONIO PEZET 1405 SAN ISIDRO,SAN ISIDRO,LIMA,LIMA,"-12.103084,-77.052617",high,95,"AV. GENERAL JUAN ANTONIO PEZET 1405 SAN ISIDRO, Perú","Av. Gral. Juan Antonio Pezet 1405, Lima 15076, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
505,10410633391,LEXMI QUINTANILLA TAMBRA,LABORATORIO CLINICO ESPECIALIZADO GADIEL,CALLE SAN FRANCISCO 255,ICA PISCO,ICA,ICA,"-13.709501,-76.201771",high,77,"CALLE SAN FRANCISCO 255, ICA PISCO, ICA, Perú","Calle San Francisco 255, Pisco 11601, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
506,10433259241,SANTILLANA ORMAECHE MANUEL GINO,Clinica Veterinaria Bellavista,Av. Miguel Grau 1436 Bellavista Callao,CALLAO BELLAVISTA,LIMA,LIMA,"-12.061021,-77.132362",high,75,"Av. Miguel Grau 1436 Bellavista Callao, CALLAO BELLAVISTA, Perú","Av. Miguel Grau 1436, Callao 07021, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; locality mismatch; address token match
508,20612105473,REHTO SALUD SAC,REHTO SALUD SAC,CALLE TEODORO CARDENAS 130 - 6TO. PISO SANTA BEATRIZ,JESUS MARIA,JESUS MARIA,LIMA,"-12.077967,-77.036226",high,75,"CALLE TEODORO CARDENAS 130 - 6TO. PISO SANTA BEATRIZ, JESUS MARIA, Perú","6to piso, Calle Teodoro Cárdenas 130, Lima 15046, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; locality mismatch; address token match
510,20607125920,CENTRO ODONTOLOGICO MIA SONRISA Y ESPECIALIDADES EIRL,CENTRO ODONTOLOGICO MIA SONRISA,SECTOR 02 GRUPO 05 MZ. A LTE. 15,VILLA EL SALVADOR,LIMA,LIMA,"-12.240728,-76.932028",medium,61,"CENTRO ODONTOLOGICO MIA SONRISA, VILLA EL SALVADOR, Perú","Q359+P55, Lima 15837, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match
520,20607248380,CENTRO MEDICO DE APOYO LOS ANGELES SRL,CENTRO MEDICO DE APOYO LOS ANGELES SRL,JR.VIRREY LA SERNA 484 LA VICTORIA,LA VICTORIA,LIMA,LIMA,"-12.064487,-77.005864",high,77,"JR.VIRREY LA SERNA 484 LA VICTORIA, Perú","La Serna 484, Lima 15019, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
523,20603950578,Servicios veterinarios Pet's Medic sac,Pet's Medic,AV. VICTOR RAUL HAYA DE LA TORRE MZA. B LOTE. 8 URB. LA ESTANCIA - LA PERLA,CALLAO BELLAVISTA,CALLAO,LIMA,"-12.068884,-77.109258",high,78,"Pet's Medic, AV. VICTOR RAUL HAYA DE LA TORRE MZA. B LOTE. 8 URB. LA ESTANCIA - LA PERLA, CALLAO BELLAVISTA, CALLAO, Perú","Lt. 8, Av. Víctor Raúl Haya de la Torre Mz B, La Perla 07011, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match; address token match; business-name candidate
524,20342043730,KEIRAN SRL,KEIRAN SRL,CARRETERA CENTRAL KM. 10.200 SANTA CLRA ATE,ATE,LIMA,LIMA,"-12.015230,-76.886992",low,42,"CARRETERA CENTRAL KM. 10.200 SANTA CLRA ATE, Perú","Ctra. Central, Ate, Perú",GEOMETRIC_CENTER,location_type=GEOMETRIC_CENTER; route result; partial_match; district match; address token match
526,20612269051,CUBASALUD E.I.R.L.,CUBASALUD E.I.R.L.,"Jr. Las Magnolias Mz. I Lt. 1, Interior 3, Urb. Prolongación San Ignacio de Monterrico Sur, Surco.",SURCO,SURCO,LIMA,"-12.140633,-76.977201",low,48,"CUBASALUD E.I.R.L., Jr. Las Magnolias Mz. I Lt. 1, Interior 3, Urb. Prolongación San Ignacio de Monterrico Sur, Surco., Perú","Asociacion magisterial, Urb Magisterial 6 de Julio mz e lote 1, San Juan de Miraflores 15803, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; locality mismatch; business-name candidate
543,10091760547,LU LEON VDA DE PEREZ ANA MARIA,SERVICIOS DE OTORRINOLARINGOLOGIA PEREZ HONORES,JR CASCADAS 303 - LA MOLINA,LA MOLINA,LIMA,LIMA,"-12.100921,-76.948409",high,77,"JR CASCADAS 303 - LA MOLINA, Perú","Las Cascadas 303, Lima 15024, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
544,10201214314,LOPEZ ROJAS JOSE CARLOS,UNIVERSALDENT,Av.07 De Junio N 385 Mz. C4 Lt. 15 Los Ficus - Santa Anita,SANTA ANITA,LIMA,LIMA,"-12.049874,-76.972227",low,16,"Av.07 De Junio N 385 Mz. C4 Lt. 15 Los Ficus - Santa Anita, Perú","Los Ficus, Santa Anita 15008, Perú",APPROXIMATE,location_type=APPROXIMATE; partial_match; district match; address token match
548,20610844929,CENTRO VETERINARIO OASIS DE LIMA SUR S.A.C.,Hospital veterinario oasis,sector 9 grupo 4 manzana E lote 15 Av María Elena Moyano- villa el salvador,VILLA EL SALVADOR,VILLA EL SALVADOR,LIMA,"-12.237066,-76.938801",medium,57,"sector 9 grupo 4 manzana E lote 15 Av María Elena Moyano- villa el salvador, Perú","4 manzana e lote, Av. María Elena Moyano 15, Lima 15837, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; locality mismatch; address token match
556,10430336946,HIJAR VELASQUEZ MERLING KARINA,Consultorio Odontológico DENTHIVEL,"Jr. Rio Vitor 171, Mz B Lt 5, segundo piso, Urb Los Geranios, Comas",COMAS,COMAS,LIMA,"-11.896966,-77.044608",medium,57,"Jr. Rio Vitor 171, Mz B Lt 5, segundo piso, Urb Los Geranios, Comas, Perú","mz b lt 5, Rio Victor 171, Carabayllo 15316, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; locality mismatch; address token match
558,20606809086,MEDAVAC- LAB SAC,Laboratorio Golden,Calle Maximiliano Carranza 1195 - San Juan de Miraflores,SAN JUAN DE MIRAFLORES,LIMA,LIMA,"-12.158883,-76.965303",high,82,"Calle Maximiliano Carranza 1195 - San Juan de Miraflores, Perú","C. Maximiliano Carranza 1195, Lima 15801, Perú",RANGE_INTERPOLATED,location_type=RANGE_INTERPOLATED; street/premise result; province match; address token match
571,10067484083,ERNESTO EUDALDO SAAVEDRA MEZONES,VETERINARIA COVIMA,AV JAVIER PRADO 6969 URB COVIMA,LA MOLINA,LIMA,LIMA,"-12.065912,-76.943196",high,82,"AV JAVIER PRADO 6969 URB COVIMA, LA MOLINA, Perú","Av. Javier Prado Este 6969, Lima 15012, Perú",RANGE_INTERPOLATED,location_type=RANGE_INTERPOLATED; street/premise result; province match; address token match
573,20506975680,VETERINARIA ANIMAL LIFE S.A.C.,VETERINARIA MY PET,CAL.SANTIAGO DE COMPOSTELA 137 URB. CC LA ESTANCIA,LA MOLINA,LIMA,LIMA,"-12.087148,-76.935279",high,77,"CAL.SANTIAGO DE COMPOSTELA 137 URB. CC LA ESTANCIA, LA MOLINA, Perú","Santiago De Compostela 137, Lima 15026, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
574,10422189853,FERNANDEZ MEGO WILLAM,Leonardo consultorio Odontológico Especializado.,Urb. santa María mza.f2 lot.24. IV Etapa-Carabayllo,CARABAYLLO,LIMA,LIMA,"-11.846927,-77.052222",low,32,"Leonardo consultorio Odontológico Especializado., CARABAYLLO, Perú","Ca. Leonardo Da Vinci, Carabayllo 15121, Perú",GEOMETRIC_CENTER,location_type=GEOMETRIC_CENTER; route result; partial_match; district match
580,10108681875,GONZALES GAVIDIA DORA,CONSULTORIO DENTAL WASHINGTON GONZALEZ,AV LOS HEROES 424 - SAN JUAN DE MIRAFLORES 3ER PISO,SAN JUAN DE MIRAFLORES,LIMA,LIMA,"-12.153544,-76.974083",high,77,"AV LOS HEROES 424 - SAN JUAN DE MIRAFLORES 3ER PISO, Perú","Av. los Héroes 424, Lima 15801, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
582,20609951525,VEVET S.A.C.,Proyecto Pet,Av. La Fontana 440 Stand 2049 y 2047 - la molina,LA MOLINA,LIMA,LIMA,"-12.072786,-76.954433",high,77,"Av. La Fontana 440 Stand 2049 y 2047 - la molina, Perú","2049 y, Av. la Fontana 440, Lima 15024, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
584,10107783798,ISMINIO VALVERDE ANGEL CUSTODIO,Dientecito,Francisco bolognesi 316,PUENTE PIEDRA,LIMA,LIMA,"-11.921297,-77.039825",high,82,"Francisco bolognesi 316, PUENTE PIEDRA, Perú","Francisco Bolognesi 316, Comas 15326, Perú",RANGE_INTERPOLATED,location_type=RANGE_INTERPOLATED; street/premise result; province match; address token match
591,20605355324,CARES MEDICAL GROUP S.A.C.,Cares Medical Group,Av. Belisario Suarez 953 San Juan de Miraflores,SAN JUAN DE MIRAFLORES,LIMA,LIMA,"-12.162588,-76.965677",high,95,"Av. Belisario Suarez 953 San Juan de Miraflores, Perú","Av. Belisario Suarez 953, Lima 15801, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
593,10100649620,HUAPAYA PANDO VICTOR ANDRES,SAN ANDRES,JR CUZCO DPTO 101 SANTA PATRICIA 467 - LA MOLINA,LA MOLINA,LIMA,LIMA,"-12.090668,-76.903770",low,40,"SAN ANDRES, LA MOLINA, Perú","Los Balcanes, La Molina 15026, Perú",GEOMETRIC_CENTER,location_type=GEOMETRIC_CENTER; establishment result; partial_match; district match
595,20101547826,CENTRO ODONTOLOGICO LOS OLIVOS S R LTDA,Olivos Dent,jr. ucayali 109 - dpto 201. San Miguel,SAN MIGUEL,LIMA,LIMA,"-12.047063,-77.031936",high,95,"jr. ucayali 109 - dpto 201. San Miguel, Perú","dpto 201, Jr. Ucayali 109, Lima 15001, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
615,10465201971,GONZALES ANTUNEZ SUSAN ALEJANDRA,ALEH STUDIO DENTAL,Jr. Soldado Francisco La Rosa Urb.El Pino MZ.A Lt.1 Santiago de Surco,SURCO,LIMA,LIMA,"-12.162312,-76.991013",high,78,"ALEH STUDIO DENTAL, Jr. Soldado Francisco La Rosa Urb.El Pino MZ.A Lt.1 Santiago de Surco, Perú","Soldado Francisco la Rosa 219, Lima 15054, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match; address token match; business-name candidate
618,20428962177,PROSEVAR S.A.C.,PROSEVAR,JR. ENRIQUE BARRON NRO. 228 URB. SAN IGNACIO (ALT OVALO BALTA) LIMA,BARRANCO,LIMA,LIMA,"-12.140092,-77.018260",high,77,"JR. ENRIQUE BARRON NRO. 228 URB. SAN IGNACIO (ALT OVALO BALTA) LIMA, BARRANCO, Perú","Ca. Enrique Barrón 228, Lima 15063, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
622,10100913301,MILAGROS UZURIAGA SANCHEZ,COPITOS PETS,Av Alfonso ugarte 2098 Paradero 12 Jose Galvez vmt,VILLA MARIA DEL TRIUNFO,LIMA,LIMA,"-12.225003,-76.905630",high,77,"Av Alfonso ugarte 2098 Paradero 12 Jose Galvez vmt, Perú","Alfonso Ugarte 2098, Lurín 15822, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
626,10460699644,SONCO PONGO JUAN CARLOS,DENTKOZ,MZ A11 LT 1 SECTOR LEONCIO PRADO - SAN JUAN DE MIRAFLORES,SAN JUAN DE MIRAFLORES,LIMA,LIMA,"-12.138203,-76.960725",medium,68,"DENTKOZ, MZ A11 LT 1 SECTOR LEONCIO PRADO - SAN JUAN DE MIRAFLORES, Perú","V26Q+MPX, Piura, Lima 15804, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match; business-name candidate
631,20607006335,CENTRO ODONTOLÓGICO BENJAMÍN DOIG SAC,Benjamín Doig Odontología & Fisioterapia,Urb Benjamín Doig MZ F1 Lt 15 Pasaje Los Eucaliptos La Perla,CALLAO BELLAVISTA,LIMA,LIMA,"-12.066682,-77.118837",low,41,"Benjamín Doig Odontología & Fisioterapia, CALLAO BELLAVISTA, Perú","mz. F-1 lt. 15, 07016, La Perla 07001, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; locality mismatch
633,10088916676,Juan José Lazarte Gómez,SORRISO DENT,"JR Morococha 176-A , Surquillo",SURQUILLO,LIMA,LIMA,"-12.106956,-77.019833",high,77,"JR Morococha 176-A , Surquillo, Perú","a, Morococha 176, Lima 15047, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
638,20554283447,Maria Guisela Silva Olivera,Best Pets,Calle Loma Clara 106 - Surco,SURCO,LIMA,LIMA,"-12.136212,-76.989727",high,95,"Calle Loma Clara 106 - Surco, Perú","Loma Clara 106, Lima 15039, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
644,10405920498,RAQUEL REBECA ALIAGA HERMOZA,VETERINARIA HORUS,"AV. ALAMEDA SAN LORENZO 585, LOS CEDROS DE VILLA",CHORRILLOS,LIMA,LIMA,"-12.201722,-77.009114",high,95,"AV. ALAMEDA SAN LORENZO 585, LOS CEDROS DE VILLA, CHORRILLOS, Perú","Av. Alameda San Lorenzo 585, Lima 15067, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
646,10086821686,Bazan Varas Maruja Consuelo >,Bazan Varas Maruja Consuelo >,"Calle 18, Mz U Lt. 27, Urb. Alameda del Pinar, Comas",COMAS,LIMA,LIMA,"-11.935404,-77.063426",low,32,"Calle 18, Mz U Lt. 27, Urb. Alameda del Pinar, Comas, Perú","C. 18, Comas 15314, Perú",GEOMETRIC_CENTER,location_type=GEOMETRIC_CENTER; route result; partial_match; district match
654,10106448154,CLAUDIO ALBERTO ACCO NOA,CENTER DENT,AV. EL TRIUNFO 475 - VILLA MARÍA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,LIMA,LIMA,"-12.165116,-76.947208",high,95,"AV. EL TRIUNFO 475 - VILLA MARÍA DEL TRIUNFO, Perú","Av. El Triunfo 475, Lima 15809, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
656,10441448681,DIAZ ANTAURCO FLOR VERONICA,DIAZ ANTAURCO FLOR VERONICA,Sector 3 grupo 25 manzana B Lote 14-VILLA EL SALVADOR,VILLA EL SALVADOR,LIMA,LIMA,"-12.203098,-76.942229",medium,68,"DIAZ ANTAURCO FLOR VERONICA, Sector 3 grupo 25 manzana B Lote 14-VILLA EL SALVADOR, Perú","Q3W5+Q46, Lima 15829, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match; business-name candidate
661,20549948775,KRISTALDENT S.A.C.,KRISTALDENT S.A.C.,"SECTOR 1, GRUPO 03, MZ N, LOTE 03 VILLA EL SALVADOR, REFERENCIA ENTRE AV. CENTRAL Y AV. 1 DE MAYO",VILLA EL SALVADOR,LIMA,LIMA,"-12.192000,-76.946132",medium,68,"KRISTALDENT S.A.C., SECTOR 1, GRUPO 03, MZ N, LOTE 03 VILLA EL SALVADOR, REFERENCIA ENTRE AV. CENTRAL Y AV. 1 DE MAYO, Perú","Av. Central 517, Distrito de Lima 15828, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match; business-name candidate
670,10730485714,JANAMPA CLEMENTE VICTOR ALBERTO,JANAMPA CLEMENTE VICTOR ALBERTO,Mariscal caceres mz B 13 Lt. 24 - san juan de lurigancho,SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,LIMA,"-11.961956,-76.980778",low,16,"Mariscal caceres mz B 13 Lt. 24 - san juan de lurigancho, Perú","B13, San Juan de Lurigancho 15442, Perú",APPROXIMATE,location_type=APPROXIMATE; partial_match; district match; address token match
678,10440718499,LUISA ELENA CORDOVA HERRERA,LUISA ELENA CORDOVA HERRERA,AV MANCO CAPAC MZ23 LOTE 01-TUPAC AMARU INCA PISCO,ICA PISCO,PISCO,ICA,"-13.716765,-76.146455",low,34,"AV MANCO CAPAC MZ23 LOTE 01-TUPAC AMARU INCA PISCO, Perú","Manco Capac, Perú",GEOMETRIC_CENTER,location_type=GEOMETRIC_CENTER; route result; partial_match; province match; address token match
680,10094945726,GIOVANNI MAXIMO SOTELO CASAFRANCA,ODONTOLOGOS ASOCIADOS,Prolongación ariosto matellini #330 mz M lote 4 urb santa Leonor,CHORRILLOS,LIMA,LIMA,"-12.180524,-77.011905",high,95,"Prolongación ariosto matellini #330 mz M lote 4 urb santa Leonor, CHORRILLOS, Perú","mz m lote 4, Av. Prol. Ariosto Matellini 330, Lima 15064, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
694,10075082971,RIVERA CHIPANA ANGELICA MARIA,C.ODONTOLOGICO SANTA MARIA,Calle Carlos a saco 206 Urb Apolo la victoria,LA VICTORIA,LIMA,LIMA,"-6.786005,-79.833969",low,32,"C.ODONTOLOGICO SANTA MARIA, LA VICTORIA, Perú","Sta. María, La Victoria 14007, Perú",GEOMETRIC_CENTER,location_type=GEOMETRIC_CENTER; route result; partial_match; district match
708,20606783346,Inversiones Medelac S:A:C.,ESTETTICENTER,"Av. La Molina Mza.A Lt. 5 , Ate. 2do piso.",ATE,LIMA,LIMA,"-12.058779,-76.962804",low,42,"Av. La Molina Mza.A Lt. 5 , Ate. 2do piso., Perú","Av. la Molina, Ate, Perú",GEOMETRIC_CENTER,location_type=GEOMETRIC_CENTER; route result; partial_match; district match; address token match
709,15602661927,COLS D' LIMA MANUEL ALEJANDRO,+COTAS VETSHOP,Av Fernando Terán 117 - Chorrillos,CHORRILLOS,LIMA,LIMA,"-12.172690,-77.020047",high,95,"Av Fernando Terán 117 - Chorrillos, Perú","Av. Fernando Teran 117, Lima 15064, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
718,20557521411,CEO CENTRO ESTETICO ODONTOLOGICO ESPECIALIZADO E.I.R.L.,ceo especializado,jr. Puquinas 130 entre las cuadras 11 y 12 av quechuas Salamanca ate,ATE,LIMA,LIMA,"-12.077589,-76.978781",high,77,"jr. Puquinas 130 entre las cuadras 11 y 12 av quechuas Salamanca ate, Perú","11 y 12, Las Puquinas 130, Lima 15022, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
723,20610350578,BELDAD DENTAL CARE E.I.R.L.,BBELDAD STUDIO & KIDS,Av José Gálvez Barrenechea 1369 San Borja,SAN BORJA,LIMA,LIMA,"-12.108482,-77.008242",high,95,"Av José Gálvez Barrenechea 1369 San Borja, Perú","Av. José Gálvez Barrenechea 1369, Lima 15036, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
726,20554678620,PRESTACIONES INNOVADORAS DENTALES SRL,Orthopediatrica,AV. PÉREZ SALMÓN NRO. 1269 (A LA ALT. 34 AV. COLONIAL),CALLAO BELLAVISTA,CALLAO,LIMA,"-12.052581,-77.107003",high,77,"AV. PÉREZ SALMÓN NRO. 1269 (A LA ALT. 34 AV. COLONIAL), CALLAO BELLAVISTA, CALLAO, Perú","Av. Comandante Pérez Salmón 1269, Callao 07001, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
736,20610534822,SERVICIOS FLORES & FONSECA S.R.L.,Veterinaria ALPHA LUPI,Calle río Huallaga 199- La Molina,LA MOLINA,LIMA,LIMA,"-12.102805,-76.943587",high,95,"Calle río Huallaga 199- La Molina, Perú","Rio Huallaga 199, Lima 15024, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
739,20545628377,Clínica dental el Remanso Sac,3,Jr Carabaya 127 int 15,CERCADO DE LIMA,LIMA,LIMA,"-12.045308,-77.029123",high,77,"Jr Carabaya 127 int 15, CERCADO DE LIMA, Perú","15, Jirón Carabaya 127, Lima 15001, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
741,10218813009,LEVANO PACHAS RACIEL ANTONIO,OREJAS Y COLITAS,MONTE DE ABETO MZ B2 LT 19,SURCO,LIMA,LIMA,"-12.037968,-76.955951",low,24,"OREJAS Y COLITAS, MONTE DE ABETO MZ B2 LT 19, SURCO, Perú","Ca. 6, Santa Anita 15011, Perú",GEOMETRIC_CENTER,location_type=GEOMETRIC_CENTER; route result; partial_match; province match
743,10314900036,HUARHUACHI YSLACHIN LIDIA,Universal dent,"Av.Jose Olaya 450 A Vallecito Alto- San Gabriel ,Villa María Del Triunfo",VILLA MARIA DEL TRIUNFO,LIMA,LIMA,"-12.143448,-76.945141",high,78,"Universal dent, Av.Jose Olaya 450 A Vallecito Alto- San Gabriel ,Villa María Del Triunfo, Perú","Av José Olaya 440, Lima 15812, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match; address token match; business-name candidate
749,10072599336,OSCAR SIDNEY SALDAÑA BUSTAMANTE,LENKO PET SHOP,Av. Mariano cornejo 1657 – pueblo libre,PUEBLO LIBRE,LIMA,LIMA,"-12.067911,-77.069045",high,95,"Av. Mariano cornejo 1657 – pueblo libre, Perú","Av. Mariano H. Cornejo 1657, Lima 15088, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
752,20601410495,SuDentist EIRL,EsSuDentist,ca. Emrique martinelli freundt 132 urb. San antonio de surco,SURCO,LIMA,LIMA,"-12.170000,-76.991701",high,77,"ca. Emrique martinelli freundt 132 urb. San antonio de surco, Perú","Ca. Enrique Martinelli Freundt 132, Lima 15056, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
771,10449111481,ANDERSON DE LA CRUZ CARBAJAL,Consultorio Dental Dr. Anderson De La Cruz,Jr. Los Lirios N° 296 - 2do. piso. Urb. Primavera - El Agustino,EL AGUSTINO,LIMA,LIMA,"-12.034366,-77.005148",high,77,"Jr. Los Lirios N° 296 - 2do. piso. Urb. Primavera - El Agustino, Perú","2do piso, Lirios 296, Lima 15006, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
772,10062648495,LUNA HUANCA IGNACIO,LUNA HUANCA IGNACIO,JR. CHICLAYO 532,SAN MARTIN DE PORRES,SAN MARTIN DE PORRES,LIMA,"-12.030712,-77.093730",medium,62,"JR. CHICLAYO 532, SAN MARTIN DE PORRES, Perú","Jr. Chiclayo 532, Callao 15106, Perú",RANGE_INTERPOLATED,location_type=RANGE_INTERPOLATED; street/premise result; locality mismatch; address token match
774,10486192599,JOSUE BOCANEGRA GAMERO,DENTAL SOCIETY,JR LA PLATA 798 - SMP,SAN MARTIN DE PORRES,LIMA,LIMA,"-11.962647,-77.089222",high,82,"JR LA PLATA 798 - SMP, SAN MARTIN DE PORRES, Perú","Jr. La Plata 798, Lima 15113, Perú",RANGE_INTERPOLATED,location_type=RANGE_INTERPOLATED; street/premise result; province match; address token match
778,10445612664,Cinthia Paucca Montoya,Cinthia Paucca Montoya,Av. Del aire 654 La Victoria,LA VICTORIA,LIMA,LIMA,"-12.082324,-77.007171",high,95,"Av. Del aire 654 La Victoria, Perú","Av del Aire 654, Lima 15034, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
779,20522222144,AGROINDUSTRIAS CALLPA SAC,AGROINDUSTRIAS CALLPA,Centro poblado. Anexo 12 el Vallecito s/n Luringancho Chosica.,ATE LURIGANCHO,LIMA,LIMA,"-11.993205,-76.919103",medium,68,"AGROINDUSTRIAS CALLPA SAC, Centro poblado. Anexo 12 el Vallecito s/n Luringancho Chosica., ATE LURIGANCHO, Perú","234J+W83, Lurigancho-Chosica 15461, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match; business-name candidate
784,20602844332,ANIMAL CENTER GUERRERO SAC,ANIMAL CENTER GUERRERO SAC,MZ E LT 5 PJ SEÑOR DE LUREN II ETAPA - ICA,ICA,ICA,ICA,"-14.045667,-75.744781",low,16,"MZ E LT 5 PJ SEÑOR DE LUREN II ETAPA - ICA, Perú","P.j Señor de Luren, Ica, Perú",APPROXIMATE,location_type=APPROXIMATE; partial_match; district match; address token match
786,20600507258,CLINICA VETERINARIA PRADO SAC,CLINICA VETERINARIA PRADO SAC,AV LIMA 554 - CHINCHA,CHINCHA,CHINCHA,ICA,"-14.067960,-75.727420",high,75,"AV LIMA 554 - CHINCHA, ICA, Perú","Ca. Lima 554, Ica 11001, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; locality mismatch; address token match
791,20603504284,INVERSIONES DE SALUD Y BELLEZA MORALES S.A.C.,DENTAL PLUS,AV. LA CULTURA 1314 URB. VIÑA SAN FRANCISCO,SANTA ANITA,LIMA,LIMA,"-12.033373,-76.949712",medium,64,"AV. LA CULTURA 1314 URB. VIÑA SAN FRANCISCO, SANTA ANITA, Perú","Av. de la Cultura 1314, Lima 15011, Perú",RANGE_INTERPOLATED,location_type=RANGE_INTERPOLATED; street/premise result; partial_match; province match; address token match
798,20606719583,B&C PRODUCTOS Y SERVICIOS SAC,UNIDOGS VET,"Aymaras 317, Salamanca de Monterrico, Ate",ATE,LIMA,LIMA,"-12.075042,-76.988445",high,95,"Aymaras 317, Salamanca de Monterrico, Ate, Perú","Aymaras 317, Lima 15022, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
801,10448033177,Marilia Vidal Villar,QUEEN DENTAL,"av José Carlos mariategui 503, VMT",VILLA MARIA DEL TRIUNFO,LIMA,LIMA,"-12.157049,-76.954520",high,82,"av José Carlos mariategui 503, VMT, VILLA MARIA DEL TRIUNFO, Perú","Av Jose Carlos Mariategui 503, Lima 15811, Perú",RANGE_INTERPOLATED,location_type=RANGE_INTERPOLATED; street/premise result; province match; address token match
802,10088051993,SANTHOME BERNALES VICTOR MANUEL,INSTITUTO VETERINARIO,"Av prolongación Primavera 395, Chacarilla del Estanque,Lima 41-Peru",SAN BORJA,LIMA,LIMA,"-12.110758,-76.989880",high,77,"Av prolongación Primavera 395, Chacarilla del Estanque,Lima 41-Peru, SAN BORJA, Perú","Av. Primavera 395, Lima 15037, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
803,20602683169,VET SERVICE & CIA E.I.R.L,VET SERVICE & CIA E.I.R.L,PASAJE SAN PEDRO MZA. S LOTE. 6 URB. SAN AGUSTIN LIMA - CAÑETE - SAN VICENTE DE CAÑETE,CAÑETE,CAÑETE,LIMA,"-13.073246,-76.383499",low,42,"PASAJE SAN PEDRO MZA. S LOTE. 6 URB. SAN AGUSTIN LIMA - CAÑETE - SAN VICENTE DE CAÑETE, Perú","Pje. San Pedro, San Vicente de Cañete 15701, Perú",GEOMETRIC_CENTER,location_type=GEOMETRIC_CENTER; route result; partial_match; district match; address token match
807,10445882424,SILVA MATIAS PAMELA ZULEMA,-----,calle 13 mz o lt 12,VILLA EL SALVADOR,LIMA,LIMA,"-10.675044,-77.810433",medium,65,"calle 13 mz o lt 12, Perú","Calle 13 Mz.O - Lt.12, Paramonga 15178, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; locality mismatch
